,ids,img_quantities,hopkins
980,2688313,17,1.0
981,2688326,17,1.0
983,2688336,76,1.0
984,2688339,37,1.0
985,2688345,101,1.0
986,2688350,99,1.0
988,2688363,100,1.0
989,2688379,98,1.0
990,2688382,36,0.999484537592641
991,2688387,91,1.0
992,2688393,101,1.0
993,2688407,61,1.0
994,2688412,101,1.0
995,2688420,101,1.0
996,2688424,92,1.0
998,2688443,96,1.0
999,2688461,98,1.0
1000,2688470,69,1.0
1002,2688516,22,1.0
1003,2688524,97,1.0
1004,2688528,30,0.999999999999754
1005,2688531,48,1.0
1006,2689846,100,1.0
1007,2690282,12,1.0
1009,2690312,18,1.0
1011,2690327,23,1.0
1013,2690608,79,1.0
1015,2690636,44,1.0
1016,2690647,99,1.0
1017,2690656,38,1.0
1018,2690666,23,1.0
1019,2690741,97,1.0
1020,2690753,98,1.0
1021,2690768,24,1.0
1022,2690811,45,1.0
1025,2690922,18,1.0
1027,2691022,26,1.0
1028,2691079,15,1.0
1031,2691146,28,1.0
1032,2692595,14,1.0
1033,2692634,37,1.0
1034,2692653,39,1.0
1035,2692656,13,0.715346635503307
1036,2692672,51,1.0
1037,2692675,16,0.808381899605298
1038,2692677,36,1.0
1039,2692696,16,0.999997653168909
1040,2692699,99,1.0
1041,2692711,97,1.0
1042,2692748,11,0.737349653223283
1043,2692758,98,1.0
1044,2692791,32,1.0
1046,2692804,95,1.0
1047,2692843,77,1.0
1048,2692883,26,1.0
1049,2692919,99,1.0
1050,2692927,100,1.0
1051,2692942,93,1.0
1052,2692945,100,1.0
1053,2692954,101,1.0
1054,2693047,28,1.0
1057,2693121,100,1.0
1058,2693142,100,1.0
1059,2693145,43,1.0
1060,2693146,100,1.0
1061,2693205,93,0.999999999999997
1062,2693231,26,1.0
1064,2693325,21,1.0
1065,2693407,19,0.997541913623078
1066,2693660,13,0.999999999999999
1069,2693680,10,0.999999999999997
1070,2693693,27,1.0
1071,2693714,32,1.0
1072,2693722,53,1.0
1074,2693754,102,1.0
1075,2693788,67,1.0
1076,2693837,100,1.0
1081,2693922,46,1.0
1083,2694159,14,0.999999999999995
1086,2694252,60,1.0
1087,2694442,24,1.0
1088,2694464,10,0.870302488870048
1090,2694501,91,1.0
1091,2694507,62,1.0
1092,2694514,27,1.0
1094,2694520,80,1.0
1095,2694530,34,1.0
1096,2694585,10,0.887806729476634
1097,2694600,78,1.0
1098,2694619,99,1.0
1099,2694629,11,1.0
1100,2694638,28,0.999999999999949
1101,2694647,99,1.0
1102,2694649,36,1.0
1103,2694651,38,1.0
1104,2694666,99,1.0
1105,2694667,31,0.999999622715546
1106,2694672,99,1.0
1107,2694689,101,1.0
1108,2694695,100,1.0
1110,2694744,14,1.0
1111,2694745,101,1.0
1112,2694749,25,1.0
1113,2694760,20,1.0
1114,2694764,62,1.0
1116,2694783,42,1.0
1117,2694789,102,1.0
1118,2694792,99,1.0
1119,2694798,15,0.881971916985301
1120,2694804,53,1.0
1121,2694806,29,1.0
1122,2694812,84,1.0
1123,2694823,11,1.0
1125,2694856,27,1.0
